cargo_id,mission_id,published_delivery,reference_delivery,hard_deadline,expected_deadline,hard_late,reference_hard_late,expected_late
S001-WAT-01,1,20.89825141136788,20.81496814597869,60.0,60.0,False,False,False
S001-WAT-02,1,20.89825141136788,20.81496814597869,,60.0,False,False,False
S001-WAT-03,1,20.89825141136788,20.81496814597869,,60.0,False,False,False
S001-WAT-04,1,20.89825141136788,20.81496814597869,,60.0,False,False,False
S001-WAT-05,1,20.89825141136788,20.81496814597869,,60.0,False,False,False
S001-MED-01,1,20.89825141136788,20.81496814597869,60.0,60.0,False,False,False
S001-MED-02,1,20.89825141136788,20.81496814597869,60.0,60.0,False,False,False
S002-WAT-01,2,33.60645317486046,33.620897828591744,60.0,60.0,False,False,False
S002-WAT-02,2,33.60645317486046,33.620897828591744,,60.0,False,False,False
S002-WAT-03,2,33.60645317486046,33.620897828591744,,60.0,False,False,False
S002-WAT-04,2,33.60645317486046,33.620897828591744,,60.0,False,False,False
S002-MED-01,2,33.60645317486046,33.620897828591744,60.0,60.0,False,False,False
S001-WAT-06,3,42.68858756743695,42.60530430204777,,60.0,False,False,False
S001-WAT-07,3,42.68858756743695,42.60530430204777,,60.0,False,False,False
S001-WAT-08,3,42.68858756743695,42.60530430204777,,60.0,False,False,False
S006-WAT-01,4,15.56128209955562,15.584513751054672,60.0,60.0,False,False,False
S006-MED-01,4,15.56128209955562,15.584513751054672,60.0,60.0,False,False,False
S007-WAT-01,5,24.99375750413748,25.08578382949548,60.0,60.0,False,False,False
S007-WAT-02,5,24.99375750413748,25.08578382949548,,60.0,False,False,False
S010-WAT-01,6,26.92317826681158,26.98604728872431,60.0,60.0,False,False,False
S010-MED-01,6,26.92317826681158,26.98604728872431,60.0,60.0,False,False,False
S013-WAT-01,7,27.9464117111378,27.96475867297549,60.0,60.0,False,False,False
S013-MED-01,7,27.9464117111378,27.96475867297549,60.0,60.0,False,False,False
S012-WAT-01,8,32.14420882468487,32.15796387517355,60.0,60.0,False,False,False
S012-MED-01,8,32.14420882468487,32.15796387517355,60.0,120.0,False,False,False
S014-WAT-01,9,31.12234688112371,31.10629517407742,60.0,60.0,False,False,False
S014-MED-01,9,31.12234688112371,31.10629517407742,60.0,120.0,False,False,False
S006-WAT-02,10,36.39173518755575,36.4149668390548,,60.0,False,False,False
S006-WAT-03,11,51.29731955917176,51.3205512106708,,60.0,False,False,False
S007-MED-01,12,50.07954165596111,50.17156798131912,60.0,60.0,False,False,False
S003-WAT-01,13,70.20848545797438,70.28297750531988,120.0,120.0,False,False,False
S003-WAT-02,13,70.20848545797438,70.28297750531988,,120.0,False,False,False
S003-WAT-03,13,70.20848545797438,70.28297750531988,,120.0,False,False,False
S003-WAT-04,13,70.20848545797438,70.28297750531988,,120.0,False,False,False
S003-MED-01,13,70.20848545797438,70.28297750531988,120.0,120.0,False,False,False
S008-WAT-01,14,74.37264188394303,74.42519551230583,120.0,120.0,False,False,False
S008-WAT-02,14,74.37264188394303,74.42519551230583,,120.0,False,False,False
S008-MED-01,14,74.37264188394303,74.42519551230583,120.0,120.0,False,False,False
S004-WAT-01,15,55.50706608529354,55.43166231719604,120.0,120.0,False,False,False
S004-WAT-02,15,55.50706608529354,55.43166231719604,,120.0,False,False,False
S004-WAT-03,16,79.31270702398058,79.23730325588308,,120.0,False,False,False
S004-MED-01,16,79.31270702398058,79.23730325588308,120.0,120.0,False,False,False
S001-FOD-01,17,57.88474614762662,57.81688570916128,,120.0,False,False,False
S001-FOD-02,17,57.88474614762662,57.81688570916128,,120.0,False,False,False
S002-FOD-01,18,74.37130194690481,74.38307166475977,,120.0,False,False,False
S002-FOD-02,18,74.37130194690481,74.38307166475977,,120.0,False,False,False
S015-MED-01,19,76.19365451958166,76.23006126455093,120.0,120.0,False,False,False
S001-FOD-03,20,75.15133310557317,75.08347266710784,,120.0,False,False,False
S006-FOD-01,21,79.84533046929874,79.86856212079779,,120.0,False,False,False
S007-FOD-01,22,98.8673489407798,98.95937526613764,,120.0,False,False,False
S010-FOD-01,23,103.4593474567197,103.52221647863266,,120.0,False,False,False
S012-FOD-01,24,86.11986242216884,86.13361747265766,,120.0,False,False,False
S013-FOD-01,25,111.1952011735548,111.21354813539256,,120.0,False,False,False
S014-FOD-01,26,109.4557330066351,109.43968129958887,,120.0,False,False,False
S005-WAT-01,27,103.944024092142,104.01902808974107,180.0,180.0,False,False,False
S005-WAT-02,27,103.944024092142,104.01902808974107,,180.0,False,False,False
S005-WAT-03,27,103.944024092142,104.01902808974107,,180.0,False,False,False
S005-MED-01,27,103.944024092142,104.01902808974107,180.0,180.0,False,False,False
S009-WAT-01,28,118.3453744515041,118.36982668170967,180.0,180.0,False,False,False
S009-MED-01,28,118.3453744515041,118.36982668170967,180.0,180.0,False,False,False
S011-WAT-01,29,123.3749793107571,123.44154047270297,180.0,180.0,False,False,False
S011-MED-01,29,123.3749793107571,123.44154047270297,180.0,180.0,False,False,False
S001-HYG-01,30,111.3451679121932,111.27730747372792,,180.0,False,False,False
S001-HYG-02,30,111.3451679121932,111.27730747372792,,180.0,False,False,False
S003-FOD-01,31,139.4433870243834,139.5040842481465,,180.0,False,False,False
S003-FOD-02,31,139.4433870243834,139.5040842481465,,180.0,False,False,False
S002-HYG-01,32,132.9712927445526,132.98306246240762,,180.0,False,False,False
S004-FOD-01,33,107.0726497510757,106.98010876295618,,180.0,False,False,False
S006-HYG-01,34,139.0024244728503,139.02565612434938,,180.0,False,False,False
S007-HYG-01,35,139.7035136206564,139.8164550199595,,180.0,False,False,False
S008-FOD-01,36,141.8333083642319,141.87612983919414,,180.0,False,False,False
S015-WAT-01,37,141.4875062070714,141.53218721226108,180.0,180.0,False,False,False
S003-HYG-01,38,150.9255812506797,150.98627847444283,,240.0,False,False,False
S004-HYG-01,39,169.9388243050544,169.84628331693483,,240.0,False,False,False
S005-FOD-01,40,153.6852816920291,153.7463960604431,,240.0,False,False,False
S008-HYG-01,41,171.0951746586192,171.13799613358145,,240.0,False,False,False
S009-FOD-01,42,162.7564494107502,162.7809016409557,,240.0,False,False,False
S011-FOD-01,43,166.8837186611424,166.96540735989427,,240.0,False,False,False
S015-FOD-01,44,171.2698157913762,171.3062225363456,,240.0,False,False,False
S005-HYG-01,45,163.0544097428956,163.1155241113095,,300.0,False,False,False
