area_id,uav_type,cargo_ids,cargo_count,energy_kwh,duration_min,delivery_offset_min,mission_id,uav_id,battery_id,start_min,delivery_min,end_min,deadline_min,on_time,soc_after,charge_min,original_start_min,original_delivery_min,original_end_min,communication_mode,communication_available,reference_energy_kwh,reference_hor_kwh,reference_up_kwh,exact_cruise_altitude_m,reference_duration_min,reference_delivery_offset_min,reference_soc,reference_energy_feasible,official_range_m,audited_weight_kg,audited_volume_m3,load_ok,volume_ok,area_ok,code_energy_kwh,code_duration_min,code_delivery_offset_min,code_matches_energy,exponent_only_energy_kwh,code_dem_max,exact_dem_max,dem_underestimate_m,reference_delivery_min,reference_end_min
S003,C,"S003-WAT-01,S003-WAT-02,S003-WAT-03,S003-WAT-04,S003-MED-01",5,5.440500810633867,39.34784125293697,26.24825395980182,11,UC01,C-BAT-04,43.96023149817256,70.20848545797438,83.30807275110953,120,True,0.3199373986707666,38.44670504800009,35.58900373798581,61.83725769778762,74.93684499092278,R01,True,5.895451581992808,5.62459800174531,0.2708535802474976,561.8041381835938,39.496825347627976,26.32274600714732,0.263068552250899,True,17133.115065734753,59.0,0.12,True,True,True,5.440500810633867,39.347841252936966,26.24825395980182,True,5.188194422229428,506.8380016939101,511.80413818359375,4.966136489683663,70.28297750531988,83.45705684580054
S004,C,"S004-WAT-01,S004-WAT-02,S004-WAT-03,S004-MED-01",4,5.123157077575645,36.40481639236927,24.3185748628513,12,UC02,C-BAT-02,62.76084427957043,87.07941914242173,99.16566067193969,120,True,0.3596053653030444,37.01425069739005,43.96023149817256,68.27880636102387,80.36504789054183,R02,True,5.629688481071201,5.46708281878635,0.1626056622848511,398.2391662597656,36.21973441613011,24.226033874731723,0.29628893986609983,True,20093.75,45.0,0.093,True,True,True,5.1231570775756445,36.40481639236927,24.3185748628513,True,4.855185025648579,354.4085654677184,348.2391662597656,-6.169399207952779,86.98687815430215,98.98057869570053
S008,A,"S008-WAT-01,S008-MED-01",2,2.660432042052936,36.18442401586858,22.76265645237874,13,UA03,A-BAT-02,37.34414462727911,60.10680107965784,73.52856864314768,120,True,0.408792879543792,21.14282094321784,45.05174279782136,67.8143992502001,81.23616681368993,R01,True,3.211553578753962,3.103787908502963,0.10776567025099863,372.9093322753906,36.270066965793006,22.805477927340945,0.286321426943564,True,22196.28817457999,17.0,0.039,True,True,True,2.6604320420529364,36.18442401586858,22.762656452378735,True,2.6241228459309656,319.40575705118886,322.9093322753906,3.503575224201768,60.14962255462005,73.61421159307211
S008,A,S008-WAT-02,1,2.623902934018422,35.18442401586858,21.76265645237874,14,UA01,A-BAT-05,65.05754108308608,86.82019753546481,100.2419650989547,120,True,0.4169104591070174,20.96694005268129,65.28404836974312,87.04670482212185,100.4684723856117,R01,True,3.157922039471935,3.0529405168478134,0.1049815226241218,372.9093322753906,35.270066965793006,21.805477927340945,0.29823954678401443,True,22904.67186340659,14.0,0.027,True,True,True,2.623902934018422,35.18442401586858,21.762656452378735,True,2.5834449326068447,319.40575705118886,322.9093322753906,3.503575224201768,86.86301901042702,100.32760804887909
S001,A,"S001-FOD-01,S001-FOD-02",2,1.048835444247772,21.01023549880829,15.22383997162637,15,UA04,A-BAT-01,45.05174279782136,60.27558276944772,66.06197829662965,120,True,0.7669254568338284,13.38328176860038,53.58721972439302,68.81105969601938,74.59745522320131,direct,True,1.2366382566257126,1.1657328816859,0.07090537493981257,273.0566101074219,20.874514621877605,15.155979533161025,0.7251914985276194,True,22440.0,16.0,0.056,True,True,True,1.048835444247772,21.010235498808292,15.223839971626367,True,1.0344073874792228,228.60882780002137,223.05661010742188,-5.552217692599498,60.207722330982385,65.92625741969897
S001,A,S001-FOD-03,1,1.014245103020607,20.01023549880829,14.22383997162637,16,UA04,A-BAT-04,66.06197829662965,80.28581826825601,86.07221379543793,120,True,0.7746121993287539,13.21673568121033,74.85227137039857,89.07611134202493,94.86250686920685,direct,True,1.1900440446334792,1.1235397448330302,0.06650429980044896,273.0566101074219,19.874514621877605,14.155979533161025,0.7355457678592268,True,24094.90332008122,8.0,0.028,True,True,True,1.0142451030206072,20.010235498808292,14.223839971626367,True,1.0006528779969253,228.60882780002137,223.05661010742188,-5.552217692599498,80.21795782979068,85.93649291850726
S002,A,"S002-FOD-01,S002-FOD-02",2,2.409990591769786,33.43864302215731,21.41832151107866,17,UA02,A-BAT-03,53.58721972439302,75.00554123547168,87.02586274655033,120,True,0.4644465351622699,19.93699173815082,65.05754108308608,86.47586259416474,98.49618410524339,R02,True,2.9120729211891287,2.829378013634502,0.08269490755462648,308.9542541503906,33.462182457867236,21.43009122893362,0.3528726841801936,True,22440.0,16.0,0.056,True,True,True,2.4099905917697857,33.43864302215731,21.418321511078656,True,2.374971911897459,257.9912772349467,258.9542541503906,0.9629769154439032,75.01731095332664,87.04940218226025
S006,A,S006-FOD-01,1,1.066023243410243,20.83045308800013,14.56128209955562,18,UA03,A-BAT-06,74.85227137039857,89.41355346995418,95.6827244583987,120,True,0.7631059459088348,13.46603783864191,81.23616681368993,95.79744891324555,102.0666199016901,direct,True,1.2506462922932875,1.166678898387648,0.08396739390563966,366.09783935546875,20.876916390998236,14.584513751054672,0.7220786017126029,True,24094.90332008122,8.0,0.028,True,True,True,1.066023243410243,20.830453088000127,14.56128209955562,True,1.0519091346836105,314.19706786913923,316.09783935546875,1.9007714863295178,89.43678512145324,95.7291877613968
S007,A,S007-FOD-01,1,1.571297495086422,27.60457394938271,17.92962030802469,19,UA04,A-BAT-01,86.07221379543793,104.0018341034627,113.6767877448207,120,True,0.6508227788696839,15.89883979115685,94.86250686920685,112.7921271772316,122.4670808185896,R01,True,1.8195808525491861,1.6628311699141967,0.15674968263498945,511.9731750488281,27.788626600098404,18.021646633382538,0.5956486994335142,True,24094.90332008122,8.0,0.028,True,True,True,1.5712974950864222,27.604573949382715,17.929620308024692,True,1.5511810946281321,454.4437484285723,461.9731750488281,7.529426620255833,104.09386042882048,113.86084039553634
S010,A,S010-FOD-01,1,1.581530554767664,26.43846977573074,17.34484599897648,20,UA02,A-BAT-02,94.67138958636552,112.016235585342,121.1098593620963,120,True,0.6485487656071858,15.94811007851097,102.3789877569078,119.7238337558842,128.8174575326385,R02,True,1.865714585994511,1.7525453084591784,0.11316927753533258,435.63653564453125,26.56420781955662,17.40771502088942,0.5853967586678864,True,24094.90332008122,8.0,0.028,True,True,True,1.5815305547676644,26.43846977573074,17.34484599897648,True,1.5603288213120174,380.4927065790109,385.63653564453125,5.143829065520322,112.07910460725495,121.23559740592214
S012,B,S012-FOD-01,1,1.971677737898548,30.03582386731311,19.18341193365655,21,UB02,B-BAT-02,9.905674851548365,29.08908678520492,39.94149871886147,120,True,0.5070805655253631,25.35100588482284,9.905674851548365,29.08908678520492,39.94149871886147,R02,True,2.2918774266363973,2.1801280632724955,0.11174936336390179,413.3009948730469,30.063333968290742,19.197166984145372,0.4270306433409007,True,26347.52710561817,8.0,0.028,True,True,True,1.9716777378985477,30.03582386731311,19.183411933656554,True,1.9156069292339517,362.1755816511898,363.3009948730469,1.125413221857059,29.102841835693738,39.969008819839104
S013,A,S013-FOD-01,1,1.575202255282084,25.83036260806776,17.04073685958943,22,UA03,A-BAT-04,99.28894947664827,116.3296863362377,125.1193120847161,120,True,0.6499550543817592,15.91764048839522,108.0792425504172,125.1199794100066,133.909605158485,R02,True,1.8710396210493372,1.7783165383958677,0.09272308265346953,399.18182373046875,25.867056531743135,17.059083821427123,0.5842134175445917,True,24094.90332008122,8.0,0.028,True,True,True,1.5752022552820841,25.830362608067762,17.040736859589433,True,1.5536887497168634,347.68070867097833,349.18182373046875,1.5011150594904166,116.34803329807539,125.1560060083914
S014,C,S014-FOD-01,1,3.492318945036377,31.74156487654288,20.23469910493811,23,UC01,C-BAT-01,83.30807275110953,103.5427718560476,115.0496376276524,120,True,0.5634601318704529,29.65282857134476,74.93684499092278,95.17154409586087,106.6784098674657,R02,True,3.559247997163134,3.3586308709392094,0.20061712622392444,591.9473876953125,31.702165231975307,20.21499928265432,0.5550940003546083,True,25557.281127576425,8.0,0.028,True,True,True,3.492318945036377,31.741564876542878,20.234699104938105,True,3.439591103477203,543.2607091808592,541.9473876953125,-1.3133214855466804,103.52307203376385,115.01023798308483
S015,B,S015-MED-01,1,1.626892710624575,28.42006971823241,18.26736819244954,24,UB01,B-BAT-03,24.30834266829118,42.57571086074072,52.72841238652359,120,True,0.5932768223438563,22.86089179895526,24.30834266829118,42.57571086074072,52.72841238652359,R01,True,1.8697882632866691,1.7315580929701848,0.13823017031648424,571.7992553710938,28.49288320817114,18.303774937418904,0.5325529341783327,True,27620.526680779796,3.0,0.012,True,True,True,1.626892710624575,28.420069718232412,18.267368192449542,True,1.6055422179397207,518.8205216917538,521.7992553710938,2.978733679339939,42.61211760571008,52.80122587646232
S005,C,"S005-WAT-01,S005-WAT-02,S005-WAT-03,S005-MED-01",4,3.517681856451785,28.98406934873169,20.63595134103251,25,UC02,C-BAT-03,99.16566067193969,119.8016120129722,128.1497300206714,180,True,0.5602897679435269,29.76731393537263,81.10382063209175,101.7397719731243,110.0878899808235,R01,True,3.8634761397614006,3.74229878758448,0.12117735217692058,326.410888671875,29.13407734392976,20.71095533863155,0.5170654825298249,True,20093.75,45.0,0.093,True,True,True,3.5176818564517847,28.98406934873169,20.635951341032513,True,3.334251036346557,271.41062216525745,276.410888671875,5.00026650661755,119.87661601057124,128.29973801586945
S009,B,"S009-WAT-01,S009-MED-01",2,1.610290600498932,24.96407448316963,17.17520390825148,26,UB02,B-BAT-04,39.94149871886147,57.11670262711295,64.90557320203109,180,True,0.597427349875267,22.74098767027006,39.94149871886147,57.11670262711295,64.90557320203109,R02,True,1.8848679426046209,1.8179417529296076,0.06692618967501322,293.2289123535156,25.012978943580848,17.19965613845709,0.5287830143488448,True,22881.14596157825,17.0,0.039,True,True,True,1.610290600498932,24.964074483169632,17.175203908251483,True,1.54682466890646,241.22827533668874,243.22891235351562,2.000637016826886,57.141154857318554,64.95447766244232
S011,B,"S011-WAT-01,S011-MED-01",2,0.845945507122666,18.69404910504868,14.05013566363545,27,UB01,B-BAT-01,52.72841238652359,66.77854805015903,71.42246149157228,180,True,0.7885136232193335,17.22071755144147,52.72841238652359,66.77854805015903,71.42246149157228,direct,True,0.9674497168133435,0.8949333867330992,0.07251633008024427,295.36175537109375,18.82717142894056,14.11669682558139,0.7581375707966641,True,22881.14596157825,17.0,0.039,True,True,True,0.845945507122666,18.69404910504868,14.050135663635452,True,0.8147026023317437,239.91584212096777,245.36175537109375,5.445913250125983,66.84510921210497,71.55558381546415
S003,B,"S003-FOD-01,S003-FOD-02",2,2.171939602406073,33.54929679908192,21.40753728842984,28,UB02,B-BAT-02,65.2925046036843,86.70004189211414,98.84180140276622,180,True,0.4570150993984818,26.79734157293274,65.2925046036843,86.70004189211414,98.84180140276622,R01,True,2.4704495370401665,2.2824351184619127,0.18801441857825388,561.8041381835938,33.670691246608,21.468234512192893,0.3823876157399584,True,23326.10084262258,16.0,0.056,True,True,True,2.1719396024060726,33.549296799081915,21.407537288429843,True,2.092338221877603,506.8380016939101,511.80413818359375,4.966136489683663,86.7607391158772,98.96319585029231
S015,B,S015-WAT-01,1,1.768065763888004,28.42006971823241,18.26736819244954,29,UB01,B-BAT-04,94.89764685376998,113.1650150462195,123.3177165720024,180,True,0.557983559027999,23.88047496141336,94.89764685376998,113.1650150462195,123.3177165720024,R01,True,2.012535222011652,1.8558163361677391,0.1567188858439128,571.7992553710938,28.49288320817114,18.303774937418904,0.496866194497087,True,24174.47171404175,14.0,0.027,True,True,True,1.768065763888004,28.420069718232412,18.267368192449542,True,1.7049488124977712,518.8205216917538,521.7992553710938,2.978733679339939,113.20142179118889,123.39053006194112
S001,B,"S001-HYG-01,S001-HYG-02",2,0.8736555559417358,19.30834266829118,14.37289355636781,30,UB01,B-BAT-03,75.58930418547885,89.96219774184667,94.89764685376998,180,True,0.7815861110145661,17.42084568180142,75.58930418547885,89.96219774184667,94.89764685376998,direct,True,0.9927462429279763,0.9284773501764946,0.06426889275148179,273.0566101074219,19.17262179136059,14.305033117902518,0.7518134392680059,True,24964.213446238355,12.0,0.07,True,True,True,0.8736555559417358,19.308342668291182,14.372893556367812,True,0.8437948584452565,228.60882780002137,223.05661010742188,-5.552217692599498,89.89433730338138,94.76192597683945
S004,B,S004-FOD-01,1,2.070958181876589,31.24699102865972,19.81760662544097,31,UB02,B-BAT-01,98.84180140276622,118.6594080282072,130.0887924314259,180,True,0.4822604545308526,26.06803131355314,98.84180140276622,118.6594080282072,130.0887924314259,R02,True,2.398994600005984,2.2824425465726716,0.11655205343331233,398.2391662597656,31.096183492464746,19.742202857343482,0.400251349998504,True,26347.52710561817,8.0,0.028,True,True,True,2.0709581818765894,31.246991028659725,19.817606625440973,True,2.012255942557351,354.4085654677184,348.2391662597656,-6.169399207952779,118.58400426010971,129.93798489523095
S008,B,S008-FOD-01,1,2.113150583946663,30.67916735827846,19.51002812358367,32,UB01,B-BAT-03,123.3177165720024,142.8277446955861,153.9968839302809,180,True,0.4717123540133343,26.37275421739256,123.3177165720024,142.8277446955861,153.9968839302809,R01,True,2.4824905790351472,2.3896479826432575,0.0928425963918898,372.9093322753906,30.764810308202982,19.552849598545933,0.3793773552412132,True,26347.52710561817,8.0,0.028,True,True,True,2.1131505839466627,30.679167358278455,19.510028123583673,True,2.0516911233453428,319.40575705118886,322.9093322753906,3.503575224201768,142.87056617054833,154.08252688020536
S002,A,S002-HYG-01,1,2.306810552860246,32.43864302215731,20.41832151107866,33,UA01,A-BAT-03,106.9628544847012,127.3811759957797,139.4014975068584,180,True,0.4873754326977231,19.440198958216,115.532657740332,135.9509792514106,147.9713007624893,R02,True,2.784760777273154,2.7089258397540807,0.07583493751907351,308.9542541503906,32.462182457867236,20.43009122893362,0.3811642717170769,True,24412.122461732037,6.0,0.035,True,True,True,2.306810552860246,32.43864302215731,20.418321511078656,True,2.278610172793117,257.9912772349467,258.9542541503906,0.9629769154439032,127.39294571363482,139.42503694256843
S006,B,S006-HYG-01,1,0.8787997917998865,19.06321480220478,13.67766295665795,34,UB02,B-BAT-02,130.0887924314259,143.7664553880839,149.1520072336307,180,True,0.7803000520500284,17.45799849633251,130.0887924314259,143.7664553880839,149.1520072336307,direct,True,1.003660108933997,0.9269793425935292,0.07668076634046767,366.09783935546875,19.109678105203102,13.700894608157107,0.7490849727665008,True,26926.6873708001,6.0,0.035,True,True,True,0.8787997917998865,19.06321480220478,13.677662956657946,True,0.8592084899215203,314.19706786913923,316.09783935546875,1.9007714863295178,143.78968703958301,149.198470536629
S007,B,S007-HYG-01,1,1.304041604369885,25.08578415182364,16.67022540924516,35,UB02,B-BAT-04,149.1520072336307,165.8222326428758,174.2377913854543,180,True,0.6739895989075286,20.52918936489361,149.1520072336307,165.8222326428758,174.2377913854543,R01,True,1.4646704529062473,1.3211948436380587,0.1434756092681885,511.9731750488281,25.269836802539658,16.76225173460316,0.6338323867734381,True,26926.6873708001,6.0,0.035,True,True,True,1.3040416043698855,25.08578415182364,16.670225409245155,True,1.2761187307603883,454.4437484285723,461.9731750488281,7.529426620255833,165.91425896823387,174.42184403617037
S005,B,S005-FOD-01,1,1.42178203198294,24.19484367003582,16.31003294612902,36,UB01,B-BAT-01,156.1568237449791,172.4668566911082,180.351667415015,240,True,0.6445544920042652,21.37953689765456,156.1568237449791,172.4668566911082,180.351667415015,R01,True,1.649594345763078,1.562365571894941,0.08722877386813695,326.410888671875,24.31707240686379,16.371147314543006,0.5876014135592305,True,26347.52710561817,8.0,0.028,True,True,True,1.4217820319829395,24.19484367003582,16.31003294612902,True,1.381599483754843,271.41062216525745,276.410888671875,5.00026650661755,172.52797105952212,180.4738961518429
S009,C,S009-FOD-01,1,3.136485864490634,25.18839823504012,17.05894911752006,37,UC01,C-BAT-04,121.7547777991096,138.8137269166297,146.9431760341498,240,True,0.6079392669386707,28.04663758277022,113.3835500389229,130.4424991564429,138.571948273963,R02,True,3.617676857279648,3.5521466505505646,0.06553020672908359,293.2289123535156,25.248417345544823,17.088958672772414,0.547790392840044,True,25557.281127576425,8.0,0.028,True,True,True,3.136485864490634,25.188398235040122,17.058949117520065,True,3.0807199786334585,241.22827533668874,243.22891235351562,2.000637016826886,138.843736471882,147.00319514465443
S011,A,S011-FOD-01,1,0.9386225872442431,19.25913123501605,13.83267672861913,38,UA04,A-BAT-06,113.6767877448207,127.5094644734398,132.9359189798366,240,True,0.7914172028346127,12.85262727191672,122.4670808185896,136.2997575472087,141.7262120536056,direct,True,1.1047750622847563,1.03322133181092,0.07155373047383627,295.36175537109375,19.392253558907903,13.899237890565061,0.7544944306033875,True,24094.90332008122,8.0,0.028,True,True,True,0.9386225872442431,19.25913123501605,13.832676728619134,True,0.9261230055375634,239.91584212096777,245.36175537109375,5.445913250125983,127.57602563538576,133.0690413037286
S015,C,S015-FOD-01,1,3.616951951699551,30.50740594985326,19.51470297492664,39,UC02,C-BAT-02,136.1799113693297,155.6946143442564,166.687317319183,240,True,0.5478810060375561,30.21540811531047,117.3792985879319,136.8940015628585,147.8867045377851,R01,True,3.8928214894166713,3.736147046920859,0.15667444249581233,571.7992553710938,30.596767960232775,19.559383980116387,0.5133973138229161,True,25557.281127576425,8.0,0.028,True,True,True,3.6169519516995514,30.507405949853265,19.514702974926635,True,3.5582974055163525,518.8205216917538,521.7992553710938,2.978733679339939,155.73929534944608,166.77667932956246
S003,A,S003-HYG-01,1,2.412427120788479,36.58322209961182,22.4244999386948,40,UA02,A-BAT-05,121.208905151636,143.6334050903308,157.7921272512477,240,True,0.4639050842692268,19.94872317416675,128.8174575326385,151.2419574713333,165.4006796322503,R01,True,2.829483079051931,2.6454577576958993,0.18402532135603164,561.8041381835938,36.704616547138045,22.485197162457915,0.3712259824329043,True,24412.122461732037,6.0,0.035,True,True,True,2.4124271207884793,36.583222099611824,22.4244999386948,True,2.3848874542816505,506.8380016939101,511.80413818359375,4.966136489683663,143.69410231409393,157.91352169877405
S004,A,S004-HYG-01,1,2.474777359477118,35.55013088574415,21.96917655398319,41,UA03,A-BAT-01,129.5756275359775,151.5448040899607,165.1257584217217,240,True,0.4500494756717516,20.24892802711205,138.3659206097464,160.3350971637296,173.9160514954906,R02,True,2.944848963847045,2.822009300935312,0.12283966291173301,398.2391662597656,35.39932334954903,21.893772785885623,0.34558911914510104,True,24412.122461732037,6.0,0.035,True,True,True,2.474777359477118,35.550130885744146,21.969176553983186,True,2.44539976128987,354.4085654677184,348.2391662597656,-6.169399207952779,151.46940032186313,164.97495088552654
S008,A,S008-HYG-01,1,2.535496353229009,35.18442401586858,21.76265645237874,42,UA04,A-BAT-02,137.0579694406072,158.8206258929859,172.2423934564758,240,True,0.4365563659491092,20.5412787377693,144.7655676111495,166.5282240635282,179.9499916270181,R01,True,3.0521151059349676,2.9545579769825174,0.09755712895245024,372.9093322753906,35.270066965793006,21.805477927340945,0.32175219868111826,True,24412.122461732037,6.0,0.035,True,True,True,2.535496353229009,35.18442401586858,21.762656452378735,True,2.504738900714606,319.40575705118886,322.9093322753906,3.503575224201768,158.86344736794814,172.3280364064002
S005,A,S005-HYG-01,1,1.698235657333516,27.14040634097931,17.78281428160077,43,UA01,A-BAT-04,141.0369525731113,158.8197668547121,168.1773589140906,300,True,0.6226142983703299,16.51002353530952,149.8272456468802,167.610059928481,176.9676519878595,R01,True,2.0236787087547605,1.9317069697851694,0.09197173896959095,326.410888671875,27.262635077807168,17.843928650014696,0.5502936202767199,True,24412.122461732037,6.0,0.035,True,True,True,1.6982356573335156,27.14040634097931,17.782814281600768,True,1.6781262582769474,271.41062216525745,276.410888671875,5.00026650661755,158.880881223126,168.29958765091848
