cargo_id,mission_id,published_delivery,reference_delivery,hard_deadline,expected_deadline,hard_late,reference_hard_late,expected_late
S001-WAT-01,1,19.37289355636781,19.305033117902518,60.0,60.0,False,False,False
S001-WAT-02,1,19.37289355636781,19.305033117902518,,60.0,False,False,False
S001-WAT-03,1,19.37289355636781,19.305033117902518,,60.0,False,False,False
S001-WAT-04,1,19.37289355636781,19.305033117902518,,60.0,False,False,False
S001-WAT-05,1,19.37289355636781,19.305033117902518,,60.0,False,False,False
S001-MED-01,1,19.37289355636781,19.305033117902518,60.0,60.0,False,False,False
S001-MED-02,1,19.37289355636781,19.305033117902518,60.0,60.0,False,False,False
S001-WAT-06,2,16.22383997162636,16.155979533161023,,60.0,False,False,False
S001-WAT-07,2,16.22383997162636,16.155979533161023,,60.0,False,False,False
S001-WAT-08,2,16.22383997162636,16.155979533161023,,60.0,False,False,False
S002-WAT-01,3,33.60645317486045,33.620897828591744,60.0,60.0,False,False,False
S002-WAT-02,3,33.60645317486045,33.620897828591744,,60.0,False,False,False
S002-WAT-03,3,33.60645317486045,33.620897828591744,,60.0,False,False,False
S002-WAT-04,3,33.60645317486045,33.620897828591744,,60.0,False,False,False
S002-MED-01,3,33.60645317486045,33.620897828591744,60.0,60.0,False,False,False
S006-WAT-01,4,17.56128209955562,17.584513751054672,60.0,60.0,False,False,False
S006-WAT-02,4,17.56128209955562,17.584513751054672,,60.0,False,False,False
S006-WAT-03,4,17.56128209955562,17.584513751054672,,60.0,False,False,False
S006-MED-01,4,17.56128209955562,17.584513751054672,60.0,60.0,False,False,False
S007-WAT-01,5,26.37226791643906,26.485209315742225,60.0,60.0,False,False,False
S007-MED-01,5,26.37226791643906,26.485209315742225,60.0,60.0,False,False,False
S007-WAT-02,6,53.53773955953255,53.65068095883572,,60.0,False,False,False
S010-WAT-01,7,28.25052085052485,28.313389872437785,60.0,60.0,False,False,False
S010-MED-01,7,28.25052085052485,28.313389872437785,60.0,60.0,False,False,False
S012-WAT-01,8,32.14420882468487,32.15796387517355,60.0,60.0,False,False,False
S012-MED-01,8,32.14420882468487,32.15796387517355,60.0,120.0,False,False,False
S013-WAT-01,9,40.05097235839773,40.06931932023542,60.0,60.0,False,False,False
S013-MED-01,9,40.05097235839773,40.06931932023542,60.0,60.0,False,False,False
S014-WAT-01,10,45.04712511757548,45.03107341052919,60.0,60.0,False,False,False
S014-MED-01,10,45.04712511757548,45.03107341052919,60.0,120.0,False,False,False
S003-WAT-01,11,70.20848545797438,70.28297750531988,120.0,120.0,False,False,False
S003-WAT-02,11,70.20848545797438,70.28297750531988,,120.0,False,False,False
S003-WAT-03,11,70.20848545797438,70.28297750531988,,120.0,False,False,False
S003-WAT-04,11,70.20848545797438,70.28297750531988,,120.0,False,False,False
S003-MED-01,11,70.20848545797438,70.28297750531988,120.0,120.0,False,False,False
S004-WAT-01,12,87.07941914242173,86.98687815430215,120.0,120.0,False,False,False
S004-WAT-02,12,87.07941914242173,86.98687815430215,,120.0,False,False,False
S004-WAT-03,12,87.07941914242173,86.98687815430215,,120.0,False,False,False
S004-MED-01,12,87.07941914242173,86.98687815430215,120.0,120.0,False,False,False
S008-WAT-01,13,60.10680107965784,60.14962255462005,120.0,120.0,False,False,False
S008-MED-01,13,60.10680107965784,60.14962255462005,120.0,120.0,False,False,False
S008-WAT-02,14,86.82019753546481,86.86301901042702,,120.0,False,False,False
S001-FOD-01,15,60.27558276944772,60.207722330982385,,120.0,False,False,False
S001-FOD-02,15,60.27558276944772,60.207722330982385,,120.0,False,False,False
S001-FOD-03,16,80.28581826825601,80.21795782979068,,120.0,False,False,False
S002-FOD-01,17,75.00554123547168,75.01731095332664,,120.0,False,False,False
S002-FOD-02,17,75.00554123547168,75.01731095332664,,120.0,False,False,False
S006-FOD-01,18,89.41355346995418,89.43678512145324,,120.0,False,False,False
S007-FOD-01,19,104.0018341034627,104.09386042882048,,120.0,False,False,False
S010-FOD-01,20,112.016235585342,112.07910460725495,,120.0,False,False,False
S012-FOD-01,21,29.08908678520492,29.102841835693738,,120.0,False,False,False
S013-FOD-01,22,116.3296863362377,116.34803329807539,,120.0,False,False,False
S014-FOD-01,23,103.5427718560476,103.52307203376385,,120.0,False,False,False
S015-MED-01,24,42.57571086074072,42.61211760571008,120.0,120.0,False,False,False
S005-WAT-01,25,119.8016120129722,119.87661601057124,180.0,180.0,False,False,False
S005-WAT-02,25,119.8016120129722,119.87661601057124,,180.0,False,False,False
S005-WAT-03,25,119.8016120129722,119.87661601057124,,180.0,False,False,False
S005-MED-01,25,119.8016120129722,119.87661601057124,180.0,180.0,False,False,False
S009-WAT-01,26,57.11670262711295,57.141154857318554,180.0,180.0,False,False,False
S009-MED-01,26,57.11670262711295,57.141154857318554,180.0,180.0,False,False,False
S011-WAT-01,27,66.77854805015903,66.84510921210497,180.0,180.0,False,False,False
S011-MED-01,27,66.77854805015903,66.84510921210497,180.0,180.0,False,False,False
S003-FOD-01,28,86.70004189211414,86.7607391158772,,180.0,False,False,False
S003-FOD-02,28,86.70004189211414,86.7607391158772,,180.0,False,False,False
S015-WAT-01,29,113.1650150462195,113.20142179118889,180.0,180.0,False,False,False
S001-HYG-01,30,89.96219774184667,89.89433730338138,,180.0,False,False,False
S001-HYG-02,30,89.96219774184667,89.89433730338138,,180.0,False,False,False
S004-FOD-01,31,118.6594080282072,118.58400426010971,,180.0,False,False,False
S008-FOD-01,32,142.8277446955861,142.87056617054833,,180.0,False,False,False
S002-HYG-01,33,127.3811759957797,127.39294571363482,,180.0,False,False,False
S006-HYG-01,34,143.7664553880839,143.78968703958301,,180.0,False,False,False
